"id","QtySold","Price","Advertised","Holiday","Date","Product"
"1529","6","1.99","0","1","05-Sep-04","Ruffled potato chips"
"1530","3","0.99","0","1","05-Sep-04","Rye crackers"
"1531","6","2.99","0","1","05-Sep-04","Salt and vinegar potato chips"
"1532","4","2.99","0","1","05-Sep-04","Saltine crackers"
"1533","2","2.99","0","1","05-Sep-04","Shredded wheat crackers"
"1534","0","2.99","0","1","05-Sep-04","Stone-ground wheat sticks"
"1535","7","2.99","0","1","05-Sep-04","Sun-dried tomato multigrain chips"
"1536","15","0.99","0","1","05-Sep-04","Tortilla chips"
"1537","5","1.49","1","1","05-Sep-04","WOW cheese puffs"
"1538","4","2.99","0","1","05-Sep-04","WOW potato chips"
"1539","1","2.99","0","1","05-Sep-04","WOW tortilla chips"
"1540","1","3.49","0","1","05-Sep-04","Wheat crackers"
"1541","0","1.99","0","1","04-Sep-04","Baked potato chips"
"1542","7","1.99","0","1","04-Sep-04","Barbeque pork rinds"
"1543","8","1.99","0","1","04-Sep-04","Barbeque potato chips"
"1544","5","2.99","0","1","04-Sep-04","Bread sticks"
"1545","15","1.49","1","1","04-Sep-04","Buttery popcorn"
"1546","5","2.99","0","1","04-Sep-04","Carmelized popcorn"
"1547","3","1.99","0","1","04-Sep-04","Cheddar cheese break sticks"
"1548","4","2.99","0","1","04-Sep-04","Cheddar cheese popcorn"
"1549","6","1.49","0","1","04-Sep-04","Cheese puffs"
"1550","65","0.99","0","1","04-Sep-04","Classic potato chips"
"1551","12","1.99","0","1","04-Sep-04","Easy dip tortilla chips"
"1552","36","0.99","0","1","04-Sep-04","Extra hot pork rinds"
"1553","2","2.99","0","1","04-Sep-04","Fiesta sticks"
"1554","6","1.49","0","1","04-Sep-04","Fried pork rinds"
"1555","4","2.49","0","1","04-Sep-04","Hot spicy cheese puffs"
"1556","2","2.49","0","1","04-Sep-04","Jalepeno sticks"
"1557","0","2.49","0","1","04-Sep-04","Jumbo pretzel sticks"
"1558","9","1.49","0","1","04-Sep-04","Low-fat popcorn"
"1559","14","1.49","0","1","04-Sep-04","Low-fat saltines"
"1560","6","2.99","0","1","04-Sep-04","Multigrain chips"
"1561","1","1.99","0","1","04-Sep-04","Pepper sticks"
"1562","4","0.99","0","1","04-Sep-04","Pretzel sticks"
"1563","1","2.49","0","1","04-Sep-04","Pretzel twists"
"1564","10","1.99","0","1","04-Sep-04","Ruffled potato chips"
"1565","5","0.99","0","1","04-Sep-04","Rye crackers"
"1566","1","2.99","0","1","04-Sep-04","Salt and vinegar potato chips"
"1567","0","2.99","0","1","04-Sep-04","Saltine crackers"
"1568","2","2.99","0","1","04-Sep-04","Shredded wheat crackers"
"1569","1","2.99","0","1","04-Sep-04","Stone-ground wheat sticks"
"1570","2","2.99","0","1","04-Sep-04","Sun-dried tomato multigrain chips"
"1571","15","0.99","0","1","04-Sep-04","Tortilla chips"
"1572","13","1.49","1","1","04-Sep-04","WOW cheese puffs"
"1573","0","2.99","0","1","04-Sep-04","WOW potato chips"
"1574","2","2.99","0","1","04-Sep-04","WOW tortilla chips"
"1575","10","3.49","0","1","04-Sep-04","Wheat crackers"
"1576","3","1.99","0","1","03-Sep-04","Baked potato chips"
"1577","4","1.99","0","1","03-Sep-04","Barbeque pork rinds"
"1578","8","1.99","0","1","03-Sep-04","Barbeque potato chips"
"1579","3","2.99","0","1","03-Sep-04","Bread sticks"
"1580","9","1.49","1","1","03-Sep-04","Buttery popcorn"
"1581","9","2.99","0","1","03-Sep-04","Carmelized popcorn"
"1582","2","1.99","0","1","03-Sep-04","Cheddar cheese break sticks"
"1583","4","2.99","0","1","03-Sep-04","Cheddar cheese popcorn"
"1584","11","1.49","0","1","03-Sep-04","Cheese puffs"
"1585","26","0.99","0","1","03-Sep-04","Classic potato chips"
"1586","6","1.99","0","1","03-Sep-04","Easy dip tortilla chips"
"1587","16","0.99","0","1","03-Sep-04","Extra hot pork rinds"
"1588","2","2.99","0","1","03-Sep-04","Fiesta sticks"
"1589","5","1.49","0","1","03-Sep-04","Fried pork rinds"
"1590","0","2.49","0","1","03-Sep-04","Hot spicy cheese puffs"
"1591","3","2.49","0","1","03-Sep-04","Jalepeno sticks"
"1592","0","2.49","0","1","03-Sep-04","Jumbo pretzel sticks"
"1593","9","1.49","0","1","03-Sep-04","Low-fat popcorn"
"1594","5","1.49","0","1","03-Sep-04","Low-fat saltines"
"1595","3","2.99","0","1","03-Sep-04","Multigrain chips"
"1596","0","1.99","0","1","03-Sep-04","Pepper sticks"
"1597","2","0.99","0","1","03-Sep-04","Pretzel sticks"
"1598","2","2.49","0","1","03-Sep-04","Pretzel twists"
"1599","7","1.99","0","1","03-Sep-04","Ruffled potato chips"
"1600","3","0.99","0","1","03-Sep-04","Rye crackers"
"1601","5","2.99","0","1","03-Sep-04","Salt and vinegar potato chips"
"1602","0","2.99","0","1","03-Sep-04","Saltine crackers"
"1603","2","2.99","0","1","03-Sep-04","Shredded wheat crackers"
"1604","0","2.99","0","1","03-Sep-04","Stone-ground wheat sticks"
"1605","5","2.99","0","1","03-Sep-04","Sun-dried tomato multigrain chips"
"1606","21","0.99","0","1","03-Sep-04","Tortilla chips"
"1607","11","1.49","1","1","03-Sep-04","WOW cheese puffs"
"1608","1","2.99","0","1","03-Sep-04","WOW potato chips"
"1609","2","2.99","0","1","03-Sep-04","WOW tortilla chips"
"1610","3","3.49","0","1","03-Sep-04","Wheat crackers"
"1611","0","1.99","0","1","02-Sep-04","Baked potato chips"
"1612","5","1.99","0","1","02-Sep-04","Barbeque pork rinds"
"1613","7","1.99","0","1","02-Sep-04","Barbeque potato chips"
"1614","0","2.99","0","1","02-Sep-04","Bread sticks"
"1615","4","1.49","1","1","02-Sep-04","Buttery popcorn"
"1616","1","2.99","0","1","02-Sep-04","Carmelized popcorn"
"1617","2","1.99","0","1","02-Sep-04","Cheddar cheese break sticks"
"1618","9","2.99","0","1","02-Sep-04","Cheddar cheese popcorn"
"1619","3","1.49","0","1","02-Sep-04","Cheese puffs"
"1620","19","0.99","0","1","02-Sep-04","Classic potato chips"
"1621","7","1.99","0","1","02-Sep-04","Easy dip tortilla chips"
"1622","13","0.99","0","1","02-Sep-04","Extra hot pork rinds"
"1623","0","2.99","0","1","02-Sep-04","Fiesta sticks"
"1624","2","1.49","0","1","02-Sep-04","Fried pork rinds"
"1625","0","2.49","0","1","02-Sep-04","Hot spicy cheese puffs"
"1626","1","2.49","0","1","02-Sep-04","Jalepeno sticks"
"1627","0","2.49","0","1","02-Sep-04","Jumbo pretzel sticks"
"1628","3","1.49","0","1","02-Sep-04","Low-fat popcorn"
"1629","9","1.49","0","1","02-Sep-04","Low-fat saltines"
"1630","6","2.99","0","1","02-Sep-04","Multigrain chips"
"1631","0","1.99","0","1","02-Sep-04","Pepper sticks"
"1632","1","0.99","0","1","02-Sep-04","Pretzel sticks"
"1633","5","2.49","0","1","02-Sep-04","Pretzel twists"
"1634","2","1.99","0","1","02-Sep-04","Ruffled potato chips"
"1635","1","0.99","0","1","02-Sep-04","Rye crackers"
"1636","3","2.99","0","1","02-Sep-04","Salt and vinegar potato chips"
"1637","1","2.99","0","1","02-Sep-04","Saltine crackers"
"1638","0","2.99","0","1","02-Sep-04","Shredded wheat crackers"
"1639","2","2.99","0","1","02-Sep-04","Stone-ground wheat sticks"
"1640","5","2.99","0","1","02-Sep-04","Sun-dried tomato multigrain chips"
"1641","10","0.99","0","1","02-Sep-04","Tortilla chips"
"1642","13","1.49","1","1","02-Sep-04","WOW cheese puffs"
"1643","2","2.99","0","1","02-Sep-04","WOW potato chips"
"1644","2","2.99","0","1","02-Sep-04","WOW tortilla chips"
"1645","0","3.49","0","1","02-Sep-04","Wheat crackers"
"1646","1","1.99","0","1","01-Sep-04","Baked potato chips"
"1647","8","1.99","0","1","01-Sep-04","Barbeque pork rinds"
"1648","4","1.99","0","1","01-Sep-04","Barbeque potato chips"
"1649","1","2.99","0","1","01-Sep-04","Bread sticks"
"1650","7","1.49","1","1","01-Sep-04","Buttery popcorn"
"1651","1","2.99","0","1","01-Sep-04","Carmelized popcorn"
"1652","1","1.99","0","1","01-Sep-04","Cheddar cheese break sticks"
"1653","2","2.99","0","1","01-Sep-04","Cheddar cheese popcorn"
"1654","1","1.49","0","1","01-Sep-04","Cheese puffs"
"1655","32","0.99","0","1","01-Sep-04","Classic potato chips"
"1656","10","1.99","0","1","01-Sep-04","Easy dip tortilla chips"
"1657","11","0.99","0","1","01-Sep-04","Extra hot pork rinds"
"1658","1","2.99","0","1","01-Sep-04","Fiesta sticks"
"1659","5","1.49","0","1","01-Sep-04","Fried pork rinds"
"1660","1","2.49","0","1","01-Sep-04","Hot spicy cheese puffs"
"1661","0","2.49","0","1","01-Sep-04","Jalepeno sticks"
"1662","0","2.49","0","1","01-Sep-04","Jumbo pretzel sticks"
"1663","2","1.49","0","1","01-Sep-04","Low-fat popcorn"
"1664","4","1.49","0","1","01-Sep-04","Low-fat saltines"
"1665","4","2.99","0","1","01-Sep-04","Multigrain chips"
"1666","2","1.99","0","1","01-Sep-04","Pepper sticks"
"1667","4","0.99","0","1","01-Sep-04","Pretzel sticks"
"1668","2","2.49","0","1","01-Sep-04","Pretzel twists"
"1669","4","1.99","0","1","01-Sep-04","Ruffled potato chips"
"1670","1","0.99","0","1","01-Sep-04","Rye crackers"
"1671","3","2.99","0","1","01-Sep-04","Salt and vinegar potato chips"
"1672","1","2.99","0","1","01-Sep-04","Saltine crackers"
"1673","0","2.99","0","1","01-Sep-04","Shredded wheat crackers"
"1674","2","2.99","0","1","01-Sep-04","Stone-ground wheat sticks"
"1675","7","2.99","0","1","01-Sep-04","Sun-dried tomato multigrain chips"
"1676","10","0.99","0","1","01-Sep-04","Tortilla chips"
"1677","8","1.49","1","1","01-Sep-04","WOW cheese puffs"
"1678","2","2.99","0","1","01-Sep-04","WOW potato chips"
"1679","0","2.99","0","1","01-Sep-04","WOW tortilla chips"
"1680","0","3.49","0","1","01-Sep-04","Wheat crackers"
"1681","6","1.99","0","0","31-Aug-04","Baked potato chips"
"1682","5","1.99","0","0","31-Aug-04","Barbeque pork rinds"
"1683","4","1.99","0","0","31-Aug-04","Barbeque potato chips"
"1684","4","2.49","1","0","31-Aug-04","Bread sticks"
"1685","7","1.99","0","0","31-Aug-04","Buttery popcorn"
"1686","1","2.99","0","0","31-Aug-04","Carmelized popcorn"
"1687","2","1.99","0","0","31-Aug-04","Cheddar cheese break sticks"
"1688","4","2.99","0","0","31-Aug-04","Cheddar cheese popcorn"
"1689","7","1.49","0","0","31-Aug-04","Cheese puffs"
"1690","36","0.99","1","0","31-Aug-04","Classic potato chips"
"1691","6","1.99","0","0","31-Aug-04","Easy dip tortilla chips"
"1692","28","0.99","1","0","31-Aug-04","Extra hot pork rinds"
"1693","1","2.99","0","0","31-Aug-04","Fiesta sticks"
"1694","8","1.49","0","0","31-Aug-04","Fried pork rinds"
"1695","4","2.49","0","0","31-Aug-04","Hot spicy cheese puffs"
"1696","2","2.49","0","0","31-Aug-04","Jalepeno sticks"
"1697","0","2.49","0","0","31-Aug-04","Jumbo pretzel sticks"
"1698","3","1.49","0","0","31-Aug-04","Low-fat popcorn"
"1699","2","1.49","0","0","31-Aug-04","Low-fat saltines"
"1700","3","2.99","0","0","31-Aug-04","Multigrain chips"
"1701","0","1.99","0","0","31-Aug-04","Pepper sticks"
"1702","3","0.99","0","0","31-Aug-04","Pretzel sticks"
"1703","3","2.49","0","0","31-Aug-04","Pretzel twists"
"1704","5","1.99","0","0","31-Aug-04","Ruffled potato chips"
"1705","3","0.99","1","0","31-Aug-04","Rye crackers"
"1706","1","2.99","0","0","31-Aug-04","Salt and vinegar potato chips"
"1707","0","2.99","0","0","31-Aug-04","Saltine crackers"
"1708","0","2.99","0","0","31-Aug-04","Shredded wheat crackers"
"1709","0","2.99","0","0","31-Aug-04","Stone-ground wheat sticks"
"1710","3","2.99","0","0","31-Aug-04","Sun-dried tomato multigrain chips"
"1711","8","0.99","1","0","31-Aug-04","Tortilla chips"
"1712","10","1.99","0","0","31-Aug-04","WOW cheese puffs"
"1713","0","2.99","0","0","31-Aug-04","WOW potato chips"
"1714","1","2.99","0","0","31-Aug-04","WOW tortilla chips"
"1715","0","3.49","0","0","31-Aug-04","Wheat crackers"
"1716","0","1.99","0","0","30-Aug-04","Baked potato chips"
"1717","3","1.99","0","0","30-Aug-04","Barbeque pork rinds"
"1718","6","1.99","0","0","30-Aug-04","Barbeque potato chips"
"1719","4","2.49","1","0","30-Aug-04","Bread sticks"
"1720","3","1.99","0","0","30-Aug-04","Buttery popcorn"
"1721","0","2.99","0","0","30-Aug-04","Carmelized popcorn"
"1722","1","1.99","0","0","30-Aug-04","Cheddar cheese break sticks"
"1723","1","2.99","0","0","30-Aug-04","Cheddar cheese popcorn"
"1724","3","1.49","0","0","30-Aug-04","Cheese puffs"
"1725","24","0.99","1","0","30-Aug-04","Classic potato chips"
"1726","4","1.99","0","0","30-Aug-04","Easy dip tortilla chips"
"1727","21","0.99","1","0","30-Aug-04","Extra hot pork rinds"
"1728","0","2.99","0","0","30-Aug-04","Fiesta sticks"
"1729","5","1.49","0","0","30-Aug-04","Fried pork rinds"
"1730","6","2.49","0","0","30-Aug-04","Hot spicy cheese puffs"
"1731","2","2.49","0","0","30-Aug-04","Jalepeno sticks"
"1732","0","2.49","0","0","30-Aug-04","Jumbo pretzel sticks"
"1733","3","1.49","0","0","30-Aug-04","Low-fat popcorn"
"1734","4","1.49","0","0","30-Aug-04","Low-fat saltines"
"1735","1","2.99","0","0","30-Aug-04","Multigrain chips"
"1736","0","1.99","0","0","30-Aug-04","Pepper sticks"
"1737","1","0.99","0","0","30-Aug-04","Pretzel sticks"
"1738","3","2.49","0","0","30-Aug-04","Pretzel twists"
"1739","4","1.99","0","0","30-Aug-04","Ruffled potato chips"
"1740","3","0.99","1","0","30-Aug-04","Rye crackers"
"1741","6","2.99","0","0","30-Aug-04","Salt and vinegar potato chips"
"1742","0","2.99","0","0","30-Aug-04","Saltine crackers"
"1743","0","2.99","0","0","30-Aug-04","Shredded wheat crackers"
"1744","0","2.99","0","0","30-Aug-04","Stone-ground wheat sticks"
"1745","4","2.99","0","0","30-Aug-04","Sun-dried tomato multigrain chips"
"1746","6","0.99","1","0","30-Aug-04","Tortilla chips"
"1747","6","1.99","0","0","30-Aug-04","WOW cheese puffs"
"1748","1","2.99","0","0","30-Aug-04","WOW potato chips"
"1749","3","2.99","0","0","30-Aug-04","WOW tortilla chips"
"1750","0","3.49","0","0","30-Aug-04","Wheat crackers"
"1751","6","1.99","0","0","29-Aug-04","Baked potato chips"
"1752","6","1.99","0","0","29-Aug-04","Barbeque pork rinds"
"1753","7","1.99","0","0","29-Aug-04","Barbeque potato chips"
"1754","5","2.49","1","0","29-Aug-04","Bread sticks"
"1755","6","1.99","0","0","29-Aug-04","Buttery popcorn"
"1756","2","2.99","0","0","29-Aug-04","Carmelized popcorn"
"1757","5","1.99","0","0","29-Aug-04","Cheddar cheese break sticks"
"1758","4","2.99","0","0","29-Aug-04","Cheddar cheese popcorn"
"1759","8","1.49","0","0","29-Aug-04","Cheese puffs"
"1760","39","0.99","1","0","29-Aug-04","Classic potato chips"
"1761","9","1.99","0","0","29-Aug-04","Easy dip tortilla chips"
"1762","14","0.99","1","0","29-Aug-04","Extra hot pork rinds"
"1763","0","2.99","0","0","29-Aug-04","Fiesta sticks"
"1764","4","1.49","0","0","29-Aug-04","Fried pork rinds"
"1765","5","2.49","0","0","29-Aug-04","Hot spicy cheese puffs"
"1766","1","2.49","0","0","29-Aug-04","Jalepeno sticks"
"1767","0","2.49","0","0","29-Aug-04","Jumbo pretzel sticks"
"1768","7","1.49","0","0","29-Aug-04","Low-fat popcorn"
"1769","0","1.49","0","0","29-Aug-04","Low-fat saltines"
"1770","3","2.99","0","0","29-Aug-04","Multigrain chips"
"1771","0","1.99","0","0","29-Aug-04","Pepper sticks"
"1772","1","0.99","0","0","29-Aug-04","Pretzel sticks"
"1773","4","2.49","0","0","29-Aug-04","Pretzel twists"
"1774","6","1.99","0","0","29-Aug-04","Ruffled potato chips"
"1775","4","0.99","1","0","29-Aug-04","Rye crackers"
"1776","2","2.99","0","0","29-Aug-04","Salt and vinegar potato chips"
"1777","0","2.99","0","0","29-Aug-04","Saltine crackers"
"1778","0","2.99","0","0","29-Aug-04","Shredded wheat crackers"
"1779","1","2.99","0","0","29-Aug-04","Stone-ground wheat sticks"
"1780","0","2.99","0","0","29-Aug-04","Sun-dried tomato multigrain chips"
"1781","14","0.99","1","0","29-Aug-04","Tortilla chips"
"1782","6","1.99","0","0","29-Aug-04","WOW cheese puffs"
"1783","5","2.99","0","0","29-Aug-04","WOW potato chips"
"1784","1","2.99","0","0","29-Aug-04","WOW tortilla chips"
"1785","2","3.49","0","0","29-Aug-04","Wheat crackers"
"1786","0","1.99","0","0","28-Aug-04","Baked potato chips"
"1787","8","1.99","0","0","28-Aug-04","Barbeque pork rinds"
"1788","7","1.99","0","0","28-Aug-04","Barbeque potato chips"
"1789","8","2.49","1","0","28-Aug-04","Bread sticks"
"1790","8","1.99","0","0","28-Aug-04","Buttery popcorn"
"1791","4","2.99","0","0","28-Aug-04","Carmelized popcorn"
"1792","0","1.99","0","0","28-Aug-04","Cheddar cheese break sticks"
"1793","5","2.99","0","0","28-Aug-04","Cheddar cheese popcorn"
"1794","8","1.49","0","0","28-Aug-04","Cheese puffs"
"1795","61","0.99","1","0","28-Aug-04","Classic potato chips"
"1796","11","1.99","0","0","28-Aug-04","Easy dip tortilla chips"
"1797","41","0.99","1","0","28-Aug-04","Extra hot pork rinds"
"1798","3","2.99","0","0","28-Aug-04","Fiesta sticks"
"1799","10","1.49","0","0","28-Aug-04","Fried pork rinds"
"1800","3","2.49","0","0","28-Aug-04","Hot spicy cheese puffs"
"1801","2","2.49","0","0","28-Aug-04","Jalepeno sticks"
"1802","0","2.49","0","0","28-Aug-04","Jumbo pretzel sticks"
"1803","7","1.49","0","0","28-Aug-04","Low-fat popcorn"
"1804","11","1.49","0","0","28-Aug-04","Low-fat saltines"
"1805","5","2.99","0","0","28-Aug-04","Multigrain chips"
"1806","0","1.99","0","0","28-Aug-04","Pepper sticks"
"1807","4","0.99","0","0","28-Aug-04","Pretzel sticks"
"1808","3","2.49","0","0","28-Aug-04","Pretzel twists"
"1809","4","1.99","0","0","28-Aug-04","Ruffled potato chips"
"1810","9","0.99","1","0","28-Aug-04","Rye crackers"
"1811","0","2.99","0","0","28-Aug-04","Salt and vinegar potato chips"
"1812","0","2.99","0","0","28-Aug-04","Saltine crackers"
"1813","8","2.99","0","0","28-Aug-04","Shredded wheat crackers"
"1814","1","2.99","0","0","28-Aug-04","Stone-ground wheat sticks"
"1815","2","2.99","0","0","28-Aug-04","Sun-dried tomato multigrain chips"
"1816","10","0.99","1","0","28-Aug-04","Tortilla chips"
"1817","5","1.99","0","0","28-Aug-04","WOW cheese puffs"
"1818","3","2.99","0","0","28-Aug-04","WOW potato chips"
"1819","1","2.99","0","0","28-Aug-04","WOW tortilla chips"
"1820","8","3.49","0","0","28-Aug-04","Wheat crackers"
"1821","0","1.99","0","0","27-Aug-04","Baked potato chips"
"1822","3","1.99","0","0","27-Aug-04","Barbeque pork rinds"
"1823","6","1.99","0","0","27-Aug-04","Barbeque potato chips"
"1824","3","2.49","1","0","27-Aug-04","Bread sticks"
"1825","5","1.99","0","0","27-Aug-04","Buttery popcorn"
"1826","2","2.99","0","0","27-Aug-04","Carmelized popcorn"
"1827","1","1.99","0","0","27-Aug-04","Cheddar cheese break sticks"
"1828","5","2.99","0","0","27-Aug-04","Cheddar cheese popcorn"
"1829","6","1.49","0","0","27-Aug-04","Cheese puffs"
"1830","29","0.99","1","0","27-Aug-04","Classic potato chips"
"1831","6","1.99","0","0","27-Aug-04","Easy dip tortilla chips"
"1832","12","0.99","1","0","27-Aug-04","Extra hot pork rinds"
"1833","0","2.99","0","0","27-Aug-04","Fiesta sticks"
"1834","7","1.49","0","0","27-Aug-04","Fried pork rinds"
"1835","1","2.49","0","0","27-Aug-04","Hot spicy cheese puffs"
"1836","2","2.49","0","0","27-Aug-04","Jalepeno sticks"
"1837","0","2.49","0","0","27-Aug-04","Jumbo pretzel sticks"
"1838","8","1.49","0","0","27-Aug-04","Low-fat popcorn"
"1839","7","1.49","0","0","27-Aug-04","Low-fat saltines"
"1840","2","2.99","0","0","27-Aug-04","Multigrain chips"
"1841","0","1.99","0","0","27-Aug-04","Pepper sticks"
"1842","3","0.99","0","0","27-Aug-04","Pretzel sticks"
"1843","5","2.49","0","0","27-Aug-04","Pretzel twists"
"1844","4","1.99","0","0","27-Aug-04","Ruffled potato chips"
"1845","5","0.99","1","0","27-Aug-04","Rye crackers"
"1846","3","2.99","0","0","27-Aug-04","Salt and vinegar potato chips"
"1847","1","2.99","0","0","27-Aug-04","Saltine crackers"
"1848","4","2.99","0","0","27-Aug-04","Shredded wheat crackers"
"1849","1","2.99","0","0","27-Aug-04","Stone-ground wheat sticks"
"1850","2","2.99","0","0","27-Aug-04","Sun-dried tomato multigrain chips"
"1851","19","0.99","1","0","27-Aug-04","Tortilla chips"
"1852","3","1.99","0","0","27-Aug-04","WOW cheese puffs"
"1853","1","2.99","0","0","27-Aug-04","WOW potato chips"
"1854","5","2.99","0","0","27-Aug-04","WOW tortilla chips"
"1855","5","3.49","0","0","27-Aug-04","Wheat crackers"
"1856","0","1.99","0","0","26-Aug-04","Baked potato chips"
"1857","8","1.99","0","0","26-Aug-04","Barbeque pork rinds"
"1858","6","1.99","0","0","26-Aug-04","Barbeque potato chips"
"1859","6","2.49","1","0","26-Aug-04","Bread sticks"
"1860","7","1.99","0","0","26-Aug-04","Buttery popcorn"
"1861","1","2.99","0","0","26-Aug-04","Carmelized popcorn"
"1862","3","1.99","0","0","26-Aug-04","Cheddar cheese break sticks"
"1863","6","2.99","0","0","26-Aug-04","Cheddar cheese popcorn"
"1864","4","1.49","0","0","26-Aug-04","Cheese puffs"
"1865","24","0.99","1","0","26-Aug-04","Classic potato chips"
"1866","3","1.99","0","0","26-Aug-04","Easy dip tortilla chips"
"1867","18","0.99","1","0","26-Aug-04","Extra hot pork rinds"
"1868","1","2.99","0","0","26-Aug-04","Fiesta sticks"
"1869","1","1.49","0","0","26-Aug-04","Fried pork rinds"
"1870","2","2.49","0","0","26-Aug-04","Hot spicy cheese puffs"
"1871","0","2.49","0","0","26-Aug-04","Jalepeno sticks"
"1872","0","2.49","0","0","26-Aug-04","Jumbo pretzel sticks"
"1873","9","1.49","0","0","26-Aug-04","Low-fat popcorn"
"1874","4","1.49","0","0","26-Aug-04","Low-fat saltines"
"1875","8","2.99","0","0","26-Aug-04","Multigrain chips"
"1876","2","1.99","0","0","26-Aug-04","Pepper sticks"
"1877","2","0.99","0","0","26-Aug-04","Pretzel sticks"
"1878","4","2.49","0","0","26-Aug-04","Pretzel twists"
"1879","5","1.99","0","0","26-Aug-04","Ruffled potato chips"
"1880","4","0.99","1","0","26-Aug-04","Rye crackers"
"1881","2","2.99","0","0","26-Aug-04","Salt and vinegar potato chips"
"1882","4","2.99","0","0","26-Aug-04","Saltine crackers"
"1883","0","2.99","0","0","26-Aug-04","Shredded wheat crackers"
"1884","0","2.99","0","0","26-Aug-04","Stone-ground wheat sticks"
"1885","1","2.99","0","0","26-Aug-04","Sun-dried tomato multigrain chips"
"1886","15","0.99","1","0","26-Aug-04","Tortilla chips"
"1887","2","1.99","0","0","26-Aug-04","WOW cheese puffs"
"1888","2","2.99","0","0","26-Aug-04","WOW potato chips"
"1889","2","2.99","0","0","26-Aug-04","WOW tortilla chips"
"1890","0","3.49","0","0","26-Aug-04","Wheat crackers"
"1891","12","1.99","0","0","25-Aug-04","Baked potato chips"
"1892","4","1.99","0","0","25-Aug-04","Barbeque pork rinds"
"1893","5","1.99","0","0","25-Aug-04","Barbeque potato chips"
"1894","4","2.49","1","0","25-Aug-04","Bread sticks"
"1895","4","1.99","0","0","25-Aug-04","Buttery popcorn"
"1896","1","2.99","0","0","25-Aug-04","Carmelized popcorn"
"1897","3","1.99","0","0","25-Aug-04","Cheddar cheese break sticks"
"1898","1","2.99","0","0","25-Aug-04","Cheddar cheese popcorn"
"1899","3","1.49","0","0","25-Aug-04","Cheese puffs"
"1900","24","0.99","1","0","25-Aug-04","Classic potato chips"
"1901","7","1.99","0","0","25-Aug-04","Easy dip tortilla chips"
"1902","9","0.99","1","0","25-Aug-04","Extra hot pork rinds"
"1903","0","2.99","0","0","25-Aug-04","Fiesta sticks"
"1904","3","1.49","0","0","25-Aug-04","Fried pork rinds"
"1905","2","2.49","0","0","25-Aug-04","Hot spicy cheese puffs"
"1906","0","2.49","0","0","25-Aug-04","Jalepeno sticks"
"1907","0","2.49","0","0","25-Aug-04","Jumbo pretzel sticks"
"1908","6","1.49","0","0","25-Aug-04","Low-fat popcorn"
"1909","0","1.49","0","0","25-Aug-04","Low-fat saltines"
"1910","4","2.99","0","0","25-Aug-04","Multigrain chips"
"1911","1","1.99","0","0","25-Aug-04","Pepper sticks"
"1912","1","0.99","0","0","25-Aug-04","Pretzel sticks"
"1913","0","2.49","0","0","25-Aug-04","Pretzel twists"
"1914","4","1.99","0","0","25-Aug-04","Ruffled potato chips"
"1915","1","0.99","1","0","25-Aug-04","Rye crackers"
"1916","1","2.99","0","0","25-Aug-04","Salt and vinegar potato chips"
"1917","0","2.99","0","0","25-Aug-04","Saltine crackers"
"1918","0","2.99","0","0","25-Aug-04","Shredded wheat crackers"
"1919","1","2.99","0","0","25-Aug-04","Stone-ground wheat sticks"
"1920","4","2.99","0","0","25-Aug-04","Sun-dried tomato multigrain chips"
"1921","13","0.99","1","0","25-Aug-04","Tortilla chips"
"1922","6","1.99","0","0","25-Aug-04","WOW cheese puffs"
"1923","3","2.99","0","0","25-Aug-04","WOW potato chips"
"1924","1","2.99","0","0","25-Aug-04","WOW tortilla chips"
"1925","0","3.49","0","0","25-Aug-04","Wheat crackers"
"1926","0","1.99","0","0","24-Aug-04","Baked potato chips"
"1927","4","1.99","0","0","24-Aug-04","Barbeque pork rinds"
"1928","1","1.99","0","0","24-Aug-04","Barbeque potato chips"
"1929","0","2.99","0","0","24-Aug-04","Bread sticks"
"1930","2","1.99","0","0","24-Aug-04","Buttery popcorn"
"1931","4","2.99","0","0","24-Aug-04","Carmelized popcorn"
"1932","1","1.99","0","0","24-Aug-04","Cheddar cheese break sticks"
"1933","5","2.49","1","0","24-Aug-04","Cheddar cheese popcorn"
"1934","4","1.49","0","0","24-Aug-04","Cheese puffs"
"1935","31","0.99","0","0","24-Aug-04","Classic potato chips"
"1936","4","1.99","0","0","24-Aug-04","Easy dip tortilla chips"
"1937","9","0.99","0","0","24-Aug-04","Extra hot pork rinds"
"1938","2","2.99","0","0","24-Aug-04","Fiesta sticks"
"1939","1","1.49","0","0","24-Aug-04","Fried pork rinds"
"1940","2","2.49","0","0","24-Aug-04","Hot spicy cheese puffs"
"1941","0","2.49","0","0","24-Aug-04","Jalepeno sticks"
"1942","0","2.49","0","0","24-Aug-04","Jumbo pretzel sticks"
"1943","5","1.49","0","0","24-Aug-04","Low-fat popcorn"
"1944","4","1.49","0","0","24-Aug-04","Low-fat saltines"
"1945","4","2.49","1","0","24-Aug-04","Multigrain chips"
"1946","0","1.99","0","0","24-Aug-04","Pepper sticks"
"1947","3","0.99","0","0","24-Aug-04","Pretzel sticks"
"1948","1","2.49","0","0","24-Aug-04","Pretzel twists"
"1949","6","1.99","0","0","24-Aug-04","Ruffled potato chips"
"1950","2","0.99","0","0","24-Aug-04","Rye crackers"
"1951","4","2.99","0","0","24-Aug-04","Salt and vinegar potato chips"
"1952","5","2.99","0","0","24-Aug-04","Saltine crackers"
